Den,Hodina,Marginální cena ČR (Kč/MWh)
2017-02-01,2,1134.029
2017-02-01,3,1088.906
2017-02-01,4,1069.722
2017-02-01,5,1090.797
2017-02-01,6,1182.936
2017-02-01,7,1527.17
2017-02-01,8,2026.23
2017-02-01,9,2128.636
2017-02-01,10,2134.58
2017-02-01,11,2134.58
2017-02-01,12,1996.238
2017-02-01,13,2026.23
2017-02-01,14,1911.665
2017-02-01,15,1891.13
2017-02-01,16,1867.352
2017-02-01,17,1597.422
2017-02-01,18,1756.03
2017-02-01,19,1617.147
2017-02-01,20,1457.729
2017-02-01,21,1367.752
2017-02-01,22,1178.883
2017-02-01,23,1019.735
2017-02-01,24,925.435
2017-02-02,1,959.21
2017-02-02,2,927.597
2017-02-02,3,921.922
2017-02-02,4,912.736
2017-02-02,5,926.246
2017-02-02,6,937.594
2017-02-02,7,1118.628
2017-02-02,8,1682.265
2017-02-02,9,1728.74
2017-02-02,10,1756.3
2017-02-02,11,1891.4
2017-02-02,12,1756.03
2017-02-02,13,1800.072
2017-02-02,14,1756.03
2017-02-02,15,1722.525
2017-02-02,16,1756.03
2017-02-02,17,1466.916
2017-02-02,18,1620.93
2017-02-02,19,1537.438
2017-02-02,20,1315.874
2017-02-02,21,1286.152
2017-02-02,22,1120.79
2017-02-02,23,1070.803
2017-02-02,24,945.7
2017-02-03,1,904.089
2017-02-03,2,875.448
2017-02-03,3,875.178
2017-02-03,4,867.342
2017-02-03,5,864.64
2017-02-03,6,918.41
2017-02-03,7,1161.86
2017-02-03,8,1570.943
2017-02-03,9,1590.397
2017-02-03,10,1625.253
2017-02-03,11,1638.223
2017-02-03,12,1637.682
2017-02-03,13,1626.064
2017-02-03,14,1567.16
2017-02-03,15,1533.925
2017-02-03,16,1567.16
2017-02-03,17,1567.16
2017-02-03,18,1661.73
2017-02-03,19,1683.346
2017-02-03,20,1561.756
2017-02-03,21,1378.02
2017-02-03,22,1199.688
2017-02-03,23,1168.885
2017-02-03,24,1001.631
2017-02-04,1,954.346
2017-02-04,2,921.382
2017-02-04,3,902.468
2017-02-04,4,915.978
2017-02-04,5,913.276
2017-02-04,6,905.17
2017-02-04,7,915.978
2017-02-04,8,1007.035
2017-02-04,9,1139.433
2017-02-04,10,1269.94
2017-02-04,11,1351.0
2017-02-04,12,1296.96
2017-02-04,13,1269.94
2017-02-04,14,1250.756
2017-02-04,15,1215.9
2017-02-04,16,1269.94
2017-02-04,17,1351.0
2017-02-04,18,1476.643
2017-02-04,19,1533.385
2017-02-04,20,1432.06
2017-02-04,21,1269.94
2017-02-04,22,1108.09
2017-02-04,23,1065.399
2017-02-04,24,972.99
2017-02-05,1,976.233
2017-02-05,2,977.854
2017-02-05,3,964.344
2017-02-05,4,906.791
2017-02-05,5,910.574
2017-02-05,6,917.059
2017-02-05,7,934.352
2017-02-05,8,980.015
2017-02-05,9,972.72
2017-02-05,10,1053.78
2017-02-05,11,1214.549
2017-02-05,12,1271.291
2017-02-05,13,1219.142
2017-02-05,14,1134.84
2017-02-05,15,1080.8
2017-02-05,16,1121.33
2017-02-05,17,1269.94
2017-02-05,18,1582.832
2017-02-05,19,1729.28
2017-02-05,20,1610.392
2017-02-05,21,1451.244
2017-02-05,22,1256.43
2017-02-05,23,1269.67
2017-02-05,24,1096.201
2017-02-06,1,1088.095
2017-02-06,2,1045.674
2017-02-06,3,1024.869
2017-02-06,4,1001.361
2017-02-06,5,1026.76
2017-02-06,6,1086.204
2017-02-06,7,1567.16
2017-02-06,8,2045.144
2017-02-06,9,2269.68
2017-02-06,10,2175.11
2017-02-06,11,2161.6
2017-02-06,12,2137.822
2017-02-06,13,2152.683
2017-02-06,14,2100.805
2017-02-06,15,2080.54
2017-02-06,16,2006.235
2017-02-06,17,1972.46
2017-02-06,18,2215.64
2017-02-06,19,2228.339
2017-02-06,20,2083.242
2017-02-06,21,1781.158
2017-02-06,22,1486.1
2017-02-06,23,1351.0
2017-02-06,24,1134.84
2017-02-07,1,1148.35
2017-02-07,2,1091.608
2017-02-07,3,1053.78
2017-02-07,4,1026.22
2017-02-07,5,1040.27
2017-02-07,6,1107.82
2017-02-07,7,1405.04
2017-02-07,8,1940.036
2017-02-07,9,2069.732
2017-02-07,10,2002.182
2017-02-07,11,1904.91
2017-02-07,12,1882.483
2017-02-07,13,1804.936
2017-02-07,14,1788.724
2017-02-07,15,1755.489
2017-02-07,16,1721.714
2017-02-07,17,1759.542
2017-02-07,18,1904.91
2017-02-07,19,2015.692
2017-02-07,20,1796.83
